onset	duration	amount	Delay	choseAccept	RT	choseRight
14.883	4	62	180	0	1.805	0
19.933	4	31	74	0	1.507	0
34.966	4	28	123	0	0.986	0
51.015	4	25	176	0	0.808	0
61.048	4	50	41	1	2.623	1
70.081	4	41	174	0	1.446	0
78.114	4	32	57	0	1.972	0
86.147	4	45	157	0	1.059	0
99.18	4	67	23	0	1.49	0
116.213	4	36	140	0	0.833	0
126.262	4	64	89	0	1.519	0
134.312	4	71	76	1	2.525	1
142.345	4	58	73	0	1.772	0
154.378	4	41	129	0	1.059	0
163.411	4	82	74	0	1.721	0
172.445	4	24	125	0	0.959	0
181.477	4	69	172	0	0.967	0
191.527	4	43	19	0	0.933	0
201.576	4	76	161	0	0.947	0
212.626	4	74	52	0	1.641	0
222.659	4	23	134	0	1.024	0
229.692	4	27	142	0	1.207	0
239.725	4	25	108	0	0.949	0
244.791	4	58	55	0	1.435	0
249.858	4	40	159	0	0.888	0
264.908	4	48	128	0	1.11	0
272.94	4	34	176	0	1.006	0
282.973	4	52	139	0	2.46	0
299.023	4	63	37	1	2.85	1
309.072	4	83	105	0	1.633	0
