onset	duration	amount	Probability	choseAccept	RT	choseRight
14.771	4	56	0.44	0	2.253	0
22.805	4	83	0.32	0	1.259	0
37.837	4	70	0.34	0	1.203	0
43.871	4	64	0.33	0	0.985	0
53.92	4	58	0.45	0	1.223	0
62.953	4	79	0.49	0	2.03	0
73.003	4	74	0.39	0	1.388	0
78.053	4	71	0.36	0	1.61	0
83.103	4	53	0.54	0	1.632	0
88.169	4	76	0.44	0	0.982	0
103.219	4	57	0.51	0	1.58	0
110.269	4	46	0.77	1	2.049	1
120.302	4	49	0.71	1	2.024	1
127.335	4	70	0.39	0	0.855	0
135.368	4	72	0.4	0	0.878	0
141.401	4	33	0.8	1	2.549	1
151.434	4	75	0.24	0	0.996	0
163.467	4	40	0.71	1	2.163	1
171.5	4	82	0.23	0	1.177	0
193.533	4	82	0.25	0	1.192	0
201.566	4	42	0.6	0	1.751	0
211.616	4	60	0.51	0	1.245	0
218.649	4	76	0.26	0	1.052	0
235.698	4	75	0.48	0	1.282	0
245.748	4	33	0.91	1	2.176	1
258.781	4	83	0.52	0	1.511	0
269.814	4	82	0.31	0	0.95	0
280.864	4	43	0.69	1	1.876	1
293.897	4	40	0.66	0	1.898	0
308.946	4	71	0.19	0	1.193	0
