onset	duration	amount	Probability	choseAccept	RT	choseRight
18.301	4	72	0.33	0	2.359	1
24.334	4	63	0.57	1	1.11	0
40.367	4	76	0.26	1	1.946	0
47.401	4	75	0.24	0	2.204	1
59.434	4	83	0.54	1	1.26	0
73.466	4	55	0.44	1	1.91	0
81.5	4	65	0.55	1	1.163	0
88.533	4	70	0.61	1	1.215	0
96.566	4	21	0.96	0	1.448	1
109.615	4	71	0.36	1	2.243	0
119.648	4	79	0.33	1	2.622	0
139.681	4	35	0.78	1	2.737	0
149.714	4	81	0.1	0	1.922	1
158.747	4	45	0.37	0	1.968	1
171.797	4	52	0.47	1	1.967	0
186.847	4	82	0.25	1	2.128	0
197.88	4	40	0.79	1	2.653	0
206.913	4	56	0.68	1	1.438	0
214.946	4	53	0.54	1	1.675	0
220.979	4	66	0.25	0	1.867	1
233.029	4	72	0.34	1	2.327	0
240.062	4	82	0.23	1	1.444	0
247.095	4	82	0.48	1	1.708	0
257.128	4	41	0.63	1	1.013	0
265.161	4	33	0.8	1	1.919	0
274.195	4	42	0.6	1	1.102	0
282.228	4	72	0.5	1	1.054	0
287.277	4	46	0.77	1	1.092	0
298.31	4	22	0.98	1	2.083	0
309.36	4	64	0.33	1	2.148	0
