onset	duration	amount	Probability	choseAccept	RT	choseRight
16.335	4	77	0.39	1	2.4	1
23.384	4	40	0.66	1	2.113	1
34.417	4	82	0.31	1	1.431	1
42.451	4	31	0.79	0	2.164	0
51.5	4	22	0.89	0	1.782	0
58.55	4	46	0.33	0	1.507	0
70.583	4	49	0.44	1	2.051	1
78.633	4	49	0.51	1	1.955	1
97.666	4	53	0.48	1	2.098	1
102.716	4	46	0.48	1	1.548	1
111.749	4	61	0.67	1	1.768	1
122.798	4	39	0.3	0	1.944	0
133.831	4	58	0.46	1	1.948	1
142.864	4	49	0.43	1	2.25	1
149.914	4	58	0.45	1	1.864	1
158.947	4	77	0.38	1	1.902	1
165.997	4	29	0.83	1	3.264	1
179.03	4	58	0.62	1	1.435	1
196.08	4	58	0.83	1	2.044	1
204.113	4	28	0.63	0	2.365	0
210.163	4	57	0.51	1	1.623	1
233.195	4	60	0.51	1	1.642	1
241.228	4	82	0.09	0	1.949	0
249.278	4	25	0.89	0	2.314	0
258.328	4	50	0.57	1	2.039	1
276.361	4	82	0.47	1	2.484	1
281.427	4	82	0.29	1	1.982	1
289.46	4	42	0.58	1	2.24	1
298.493	4	28	0.89	1	2.128	1
309.526	4	76	0.43	1	1.359	1
