onset	duration	amount	Delay	choseAccept	RT	choseRight
14.727	4	62	180	1	0.848	1
19.777	4	31	74	1	1.357	1
34.81	4	28	123	0	1.832	0
50.859	4	25	176	0	1.268	0
60.909	4	50	41	1	1.168	1
69.959	4	41	174	1	1.34	1
77.992	4	32	57	1	0.978	1
86.025	4	45	157	1	1.429	1
99.058	4	67	23	1	0.86	1
116.091	4	36	140	1	1.305	1
126.124	4	64	89	1	0.835	1
134.174	4	71	76	1	0.663	1
142.207	4	58	73	1	1.343	1
154.24	4	41	129	1	1.095	1
163.273	4	82	74	1	1.072	1
172.306	4	24	125	0	1.495	0
181.339	4	69	172	1	0.963	1
191.372	4	43	19	1	1.145	1
201.405	4	76	161	1	1.572	1
212.438	4	74	52	1	1.264	1
222.471	4	23	134	0	1.248	0
229.521	4	27	142	1	1.224	1
239.554	4	25	108	0	2.198	0
244.62	4	58	55	1	1.155	1
249.67	4	40	159	1	1.229	1
264.703	4	48	128	1	0.852	1
272.753	4	34	176	1	1.494	1
282.786	4	52	139	1	0.929	1
298.819	4	63	37	1	0.8	1
308.869	4	83	105	1	0.692	1
