onset	duration	amount	Delay	choseAccept	RT	choseRight
17.958	4	27	142	1	1.464	1
23.007	4	58	36	1	1.399	1
33.04	4	28	163	0	1.32	0
42.09	4	65	156	0	1.666	0
49.139	4	25	176	0	0.792	0
67.188	4	74	52	0	1.851	0
78.254	4	74	121	0	1.697	0
88.304	4	56	172	0	2.313	0
103.37	4	41	55	0	1.486	0
112.419	4	65	137	0	1.716	0
125.469	4	62	180	0	1.027	0
135.501	4	71	76	1	1.673	1
152.534	4	23	176	0	1.115	0
157.6	4	48	128	0	0.88	0
171.649	4	64	89	1	1.519	1
179.699	4	81	58	0	1.734	0
185.749	4	58	55	1	1.449	1
194.782	4	60	124	0	1.034	0
203.831	4	66	71	1	1.447	1
211.864	4	25	70	0	1.454	0
219.914	4	35	171	0	0.948	0
228.963	4	29	75	0	1.279	0
238.013	4	32	74	0	2.573	0
245.046	4	45	72	0	1.812	0
251.079	4	30	23	0	0.92	0
263.145	4	27	130	0	1.155	0
273.178	4	76	161	0	0.892	0
285.21	4	23	77	0	1.856	0
298.243	4	67	103	0	1.254	0
308.292	4	56	93	0	1.925	0
