onset	duration	amount	Delay	choseAccept	RT	choseRight
16.902	4	61	141	0	2.686	0
22.952	4	66	71	0	1.717	0
39.002	4	54	126	0	1.392	0
46.035	4	45	72	0	1.112	0
58.085	4	29	75	0	1.029	0
72.134	4	27	142	0	1.612	0
80.167	4	22	27	0	1.982	0
87.217	4	30	23	0	1.423	0
95.25	4	23	42	0	1.243	0
108.283	4	25	141	0	1.633	0
118.333	4	39	161	0	1.16	0
138.366	4	77	161	0	1.017	0
148.416	4	43	38	1	1.885	1
157.466	4	67	74	0	1.109	0
170.499	4	71	176	0	1.389	0
185.532	4	78	108	0	1.164	0
196.581	4	83	105	0	2.859	0
205.614	4	41	55	0	2.592	0
213.647	4	55	163	0	1.945	0
219.681	4	82	74	0	1.84	0
231.714	4	79	92	0	2.099	0
238.764	4	75	60	1	2.063	1
245.797	4	27	130	0	0.867	0
255.846	4	45	107	0	1.548	0
263.896	4	54	22	1	2.423	1
272.929	4	64	89	0	2.187	0
280.979	4	34	43	0	2	0
286.046	4	25	70	0	1.936	0
297.095	4	74	121	0	0.95	0
308.145	4	27	91	0	1.316	0
