onset	duration	amount	Probability	choseAccept	RT	choseRight
16.999	4	44	0.44	1	1.547	1
23.032	4	50	0.48	0	1.192	0
39.065	4	50	0.39	0	2.072	0
46.099	4	58	0.62	1	1.714	1
58.132	4	46	0.33	0	1.577	0
72.181	4	70	0.61	1	1.798	1
80.214	4	49	0.43	1	2.077	1
87.248	4	29	0.83	1	3	1
95.297	4	39	0.49	1	0.928	1
108.33	4	78	0.26	0	1.784	0
118.38	4	40	0.79	1	0.741	1
138.43	4	61	0.5	1	1.177	1
148.463	4	31	0.61	1	2.558	1
157.496	4	77	0.38	0	1.256	0
170.529	4	28	0.89	1	0.837	1
185.579	4	49	0.44	0	0.826	0
196.628	4	72	0.33	1	0.747	1
205.661	4	24	0.91	0	2.137	0
213.695	4	82	0.48	1	1.988	1
219.728	4	79	0.45	1	1.538	1
231.761	4	54	0.52	1	1.164	1
238.794	4	28	0.63	0	2.269	0
245.828	4	22	0.89	0	1.364	0
255.877	4	68	0.64	1	0.824	1
263.91	4	61	0.67	1	0.668	1
272.96	4	72	0.34	0	2.368	0
281.01	4	36	0.59	1	1.08	1
286.06	4	41	0.6	1	0.9	1
297.109	4	32	0.57	1	0.867	1
308.159	4	46	0.48	1	0.835	1
