onset	duration	amount	Probability	choseAccept	RT	choseRight
16.066	4	76	0.43	1	1.7	0
25.133	4	35	0.73	1	1.242	0
33.166	4	45	0.37	1	0.635	0
43.216	4	56	0.49	1	1.147	0
57.249	4	35	0.7	1	1.631	0
65.282	4	21	0.97	0	1.905	1
75.315	4	66	0.25	0	2.356	1
81.348	4	40	0.39	1	0.751	0
87.398	4	64	0.34	1	1.356	0
101.431	4	41	0.63	1	1.755	0
110.464	4	47	0.72	1	1.371	0
122.497	4	62	0.3	0	1.517	1
132.547	4	56	0.68	1	1.441	0
140.597	4	82	0.29	0	2.479	1
147.647	4	35	0.78	1	1.393	0
154.68	4	83	0.3	1	1.848	0
163.73	4	49	0.56	1	1.553	0
170.763	4	52	0.41	1	1.619	0
182.812	4	73	0.74	1	0.708	0
193.845	4	25	0.89	0	1.894	1
205.879	4	25	0.91	0	1.027	1
210.928	4	58	0.83	1	2.036	0
219.962	4	78	0.42	1	1.16	0
232.995	4	42	0.58	1	1.041	0
248.028	4	77	0.39	0	2.268	1
267.094	4	83	0.54	1	1.056	0
276.127	4	58	0.42	1	1.254	0
287.16	4	57	0.58	1	0.941	0
298.21	4	63	0.57	1	0.699	0
309.26	4	21	0.93	0	1.01	1
