onset	duration	amount	Probability	choseAccept	RT	choseRight
17.893	4	56	0.68	1	2.165	0
23.942	4	79	0.33	0	1.89	1
39.991	4	58	0.45	0	2.16	1
47.024	4	72	0.4	0	1.589	1
59.056	4	21	0.97	0	2.024	1
73.089	4	60	0.51	1	2.243	0
81.122	4	61	0.5	1	1.837	0
88.155	4	85	0.59	1	1.235	0
96.188	4	58	0.62	1	2.492	0
109.22	4	30	0.7	0	1.934	1
119.286	4	82	0.47	0	1.775	1
139.335	4	57	0.51	0	2.41	1
149.368	4	70	0.34	0	1.393	1
158.401	4	72	0.34	0	1.198	1
171.467	4	82	0.31	0	1.54	1
186.499	4	52	0.47	0	1.528	1
197.532	4	24	0.96	0	1.324	1
206.581	4	56	0.49	0	1.932	1
214.631	4	83	0.54	1	1.467	0
220.68	4	82	0.48	0	1.696	1
232.746	4	77	0.43	0	1.968	1
239.796	4	29	0.83	1	2.325	0
246.829	4	39	0.3	0	0.882	1
256.878	4	63	0.27	0	1.18	1
264.928	4	22	0.96	0	2.21	1
273.961	4	50	0.57	0	2.719	1
282.01	4	33	0.8	1	2.486	0
287.06	4	57	0.3	0	1.54	1
298.093	4	76	0.44	0	0.884	1
309.142	4	46	0.21	0	0.726	1
