onset	duration	amount	Delay	choseAccept	RT	choseRight
16.317	4	58	53	1	1.757	0
23.35	4	34	43	1	2.14	0
34.383	4	49	172	0	2.129	1
42.432	4	30	23	1	1.819	0
51.482	4	39	104	0	2.288	1
58.515	4	49	140	0	1.098	1
70.581	4	67	23	1	1.321	0
78.63	4	77	24	1	0.704	0
97.663	4	74	52	1	1.003	0
102.729	4	39	161	0	1.009	1
111.762	4	50	41	1	1.093	0
122.794	4	23	134	0	1.422	1
133.827	4	56	93	1	1.092	0
142.877	4	58	36	1	0.881	0
149.909	4	32	74	0	1.543	1
158.942	4	31	74	0	2.52	1
165.992	4	82	74	1	1.116	0
179.058	4	44	92	1	1.955	0
196.107	4	41	55	1	0.907	0
204.14	4	25	70	0	1.086	1
210.189	4	40	159	0	1.284	1
233.255	4	32	111	0	1.576	1
241.304	4	24	125	0	0.953	1
249.354	4	61	141	0	1.853	1
258.403	4	25	108	0	0.985	1
276.469	4	75	41	1	1.42	0
281.535	4	62	180	0	1.492	1
289.568	4	22	27	0	2.228	1
298.634	4	70	108	1	1.302	0
309.7	4	36	140	0	1.032	1
