onset	duration	amount	Delay	choseAccept	RT	choseRight
20.138	4	77	142	0	1.372	0
30.171	4	27	142	0	0.769	0
39.221	4	78	108	0	1.214	0
50.27	4	55	163	0	0.851	0
64.336	4	33	163	0	0.942	0
79.369	4	85	129	1	1.06	1
85.402	4	23	176	0	1.182	0
102.468	4	36	114	0	0.873	0
110.501	4	28	163	0	0.742	0
121.534	4	71	88	1	1.293	1
126.584	4	23	110	0	1.709	0
131.633	4	81	58	0	1.182	0
144.683	4	29	75	1	0.947	1
161.715	4	74	121	0	0.652	0
169.765	4	83	105	0	0.929	0
177.798	4	45	157	0	0.775	0
190.831	4	65	156	0	1.591	0
200.864	4	43	19	1	0.834	1
206.913	4	41	129	0	0.977	0
217.946	4	23	42	0	1.311	0
225.979	4	50	129	0	1.2	0
235.029	4	66	71	0	0.697	0
241.078	4	25	74	0	0.736	0
251.128	4	27	130	0	0.656	0
260.161	4	57	89	0	0.797	0
267.211	4	80	39	0	0.96	0
278.244	4	24	89	0	1.232	0
288.293	4	67	103	0	0.693	0
298.326	4	24	87	0	0.833	0
309.375	4	41	27	1	1.483	1
