onset	duration	amount	Probability	choseAccept	RT	choseRight
16.036	4	32	0.57	1	0.961	1
21.086	4	52	0.41	1	0.867	1
31.135	4	71	0.36	0	0.999	0
40.185	4	83	0.32	0	0.799	0
47.235	4	83	0.3	0	0.819	0
65.3	4	54	0.52	1	1.53	1
76.333	4	82	0.25	0	0.963	0
86.383	4	65	0.55	1	0.753	1
101.416	4	46	0.77	1	0.826	1
110.449	4	68	0.64	1	0.924	1
123.481	4	55	0.44	1	1.054	1
133.514	4	23	0.96	1	0.736	1
150.563	4	64	0.34	0	0.835	0
157.646	4	49	0.56	1	1.161	1
171.696	4	53	0.48	0	0.76	0
179.729	4	46	0.48	1	0.783	1
185.762	4	33	0.62	1	0.981	1
194.795	4	71	0.19	0	1.181	0
203.844	4	22	0.89	1	1.02	1
211.877	4	21	0.93	1	1.093	1
219.91	4	62	0.18	0	0.761	0
228.943	4	58	0.42	0	1.495	0
237.976	4	50	0.48	1	0.821	1
245.009	4	24	0.91	1	0.754	1
251.042	4	21	0.96	1	1.071	1
263.075	4	75	0.24	0	1.208	0
273.108	4	49	0.44	0	0.983	0
285.157	4	78	0.26	0	0.747	0
298.207	4	35	0.78	1	0.741	1
308.24	4	46	0.33	0	0.581	0
