onset	duration	amount	Probability	choseAccept	RT	choseRight
14.604	4	47	0.72	1	0.983	1
19.654	4	40	0.71	1	0.694	1
34.687	4	84	0.25	1	0.799	1
50.736	4	70	0.61	1	1.133	1
60.769	4	31	0.79	1	0.727	1
69.802	4	70	0.39	0	1.005	0
77.835	4	77	0.39	0	0.953	0
85.868	4	33	0.91	1	0.791	1
98.901	4	73	0.74	1	0.718	1
115.95	4	83	0.28	0	0.771	0
125.983	4	76	0.26	0	0.816	0
134.032	4	58	0.46	1	0.848	1
142.065	4	66	0.25	0	0.872	0
154.098	4	45	0.37	0	1.744	0
163.131	4	40	0.66	1	1.008	1
172.164	4	41	0.63	1	0.654	1
181.197	4	57	0.58	1	1.166	1
191.23	4	23	0.83	1	0.95	1
201.279	4	63	0.57	1	0.999	1
212.312	4	64	0.33	0	0.789	0
222.345	4	49	0.51	1	0.698	1
229.378	4	25	0.91	1	1.081	1
239.411	4	40	0.39	0	1.07	0
244.461	4	82	0.29	0	1.104	0
249.511	4	53	0.54	1	0.851	1
264.56	4	40	0.79	1	0.745	1
272.593	4	79	0.49	1	0.785	1
282.642	4	76	0.43	1	0.944	1
298.675	4	75	0.48	1	0.732	1
308.708	4	50	0.39	0	0.91	0
