onset	duration	amount	Probability	choseAccept	RT	choseRight
18.118	4	76	0.43	0	1.618	1
24.168	4	21	0.93	0	1.24	1
40.201	4	82	0.25	0	1.142	1
47.234	4	83	0.32	0	1.301	1
59.284	4	30	0.7	0	1.939	1
73.317	4	62	0.18	0	1.218	1
81.366	4	78	0.26	0	1.705	1
88.4	4	72	0.34	0	1.303	1
96.433	4	82	0.47	1	1.637	0
109.466	4	49	0.43	0	1.1	1
119.515	4	22	0.96	0	1.851	1
139.581	4	83	0.3	0	1.713	1
149.631	4	82	0.29	0	1.215	1
158.681	4	79	0.45	1	2.564	0
171.714	4	72	0.33	0	0.915	1
186.763	4	57	0.58	1	2.386	0
197.797	4	46	0.21	0	1.08	1
206.846	4	65	0.55	0	1.255	1
214.879	4	45	0.37	0	1.005	1
220.912	4	40	0.39	0	0.892	1
232.945	4	73	0.74	1	1.979	0
239.979	4	49	0.51	0	1.169	1
247.012	4	46	0.48	0	0.952	1
257.061	4	82	0.09	0	1.367	1
265.111	4	40	0.79	0	1.861	1
274.144	4	33	0.8	0	1.724	1
282.177	4	85	0.59	1	1.522	0
287.227	4	25	0.89	0	1.336	1
298.261	4	39	0.3	0	0.91	1
309.293	4	70	0.39	0	0.934	1
