onset	duration	amount	Delay	choseAccept	RT	choseRight
18.104	4	41	27	0	1.816	1
28.154	4	77	142	0	1.03	1
38.204	4	32	57	0	0.811	1
49.237	4	54	22	1	1.386	0
57.286	4	25	176	0	0.993	1
67.319	4	29	58	0	0.896	1
76.369	4	58	73	0	1.126	1
83.402	4	74	52	1	1.693	0
92.435	4	25	70	0	1.356	1
99.468	4	72	95	0	1.075	1
110.501	4	67	23	1	1.601	0
120.551	4	23	176	0	0.855	1
132.584	4	41	174	0	0.854	1
143.618	4	54	126	0	0.94	1
153.65	4	34	176	0	0.732	1
161.7	4	23	134	0	0.914	1
173.75	4	28	132	0	0.759	1
194.782	4	82	74	0	2.303	1
208.832	4	78	108	0	0.885	1
216.882	4	24	38	0	1.867	1
223.932	4	34	43	0	1.009	1
234.965	4	23	61	0	0.799	1
244.014	4	25	74	0	0.734	1
255.064	4	85	129	0	2.06	1
263.097	4	33	103	0	0.667	1
275.147	4	60	124	0	0.769	1
284.197	4	62	180	0	1.143	1
289.246	4	44	92	0	1.061	1
295.28	4	67	41	0	1.579	1
309.329	4	45	26	0	1.89	1
