onset	duration	amount	Delay	choseAccept	RT	choseRight
15.057	4	64	89	0	1.65	1
25.103	4	65	159	0	0.787	1
35.149	4	66	58	0	0.786	1
46.195	4	63	37	1	1.236	0
54.229	4	79	92	0	0.863	1
64.263	4	43	19	1	1.294	0
73.297	4	34	43	0	0.918	1
80.332	4	43	38	0	0.936	1
89.366	4	65	156	0	0.579	1
96.412	4	58	73	0	0.915	1
107.458	4	44	92	0	0.66	1
117.503	4	45	72	0	0.731	1
129.549	4	62	180	0	0.516	1
140.595	4	29	44	0	0.376	1
150.641	4	57	89	0	0.773	1
158.675	4	67	103	0	0.691	1
170.72	4	33	78	0	0.507	1
191.765	4	23	42	0	1.037	1
205.81	4	74	121	0	0.735	1
213.844	4	71	176	0	0.452	1
220.867	4	41	27	1	1.057	0
231.889	4	39	104	0	0.672	1
240.923	4	25	108	0	0.667	1
251.969	4	67	41	1	1.287	0
260.004	4	28	163	0	0.553	1
272.049	4	82	74	0	0.851	1
281.083	4	55	107	0	0.463	1
286.129	4	23	110	0	0.443	1
292.164	4	22	21	0	1.029	1
306.198	4	30	36	0	0.594	1
