onset	duration	amount	Probability	choseAccept	RT	choseRight
15.472	4	21	0.93	0	1.092	1
20.519	4	64	0.33	0	1.346	1
35.552	4	23	0.83	0	1.531	1
51.597	4	21	0.96	0	0.943	1
61.643	4	33	0.91	1	1.257	0
70.666	4	29	0.83	0	1.255	1
78.712	4	24	0.91	0	0.784	1
86.746	4	77	0.38	0	0.947	1
99.791	4	53	0.48	1	1.055	0
116.825	4	79	0.45	1	0.858	0
126.87	4	82	0.48	1	0.674	0
134.893	4	49	0.56	1	1.459	0
142.927	4	73	0.74	1	1.197	0
154.961	4	42	0.6	1	0.829	0
163.995	4	72	0.5	1	1.005	0
173.018	4	41	0.63	0	1.038	1
182.052	4	28	0.89	0	0.941	1
192.086	4	43	0.69	0	0.885	1
202.108	4	57	0.3	0	0.576	1
213.154	4	62	0.18	0	0.582	1
223.188	4	83	0.3	0	0.581	1
230.222	4	63	0.57	0	0.668	1
240.268	4	50	0.48	0	1.259	1
245.314	4	31	0.61	0	1.045	1
250.361	4	46	0.77	1	0.915	0
265.394	4	76	0.43	0	0.716	1
273.429	4	45	0.37	0	0.53	1
283.463	4	81	0.1	0	0.542	1
299.508	4	32	0.57	0	0.615	1
309.542	4	46	0.21	0	0.559	1
