onset	duration	amount	Delay	choseAccept	RT	choseRight
18.507	4	34	43	0	1.343	1
23.557	4	27	142	0	0.807	1
33.59	4	45	72	0	1.229	1
42.623	4	43	19	0	0.966	1
49.673	4	52	139	0	1.115	1
67.722	4	54	22	1	1.054	0
78.772	4	70	108	0	1.914	1
88.822	4	82	74	1	1.13	0
103.855	4	73	44	1	1.034	0
112.904	4	29	75	0	0.954	1
125.954	4	45	157	0	0.791	1
135.987	4	63	37	1	1.529	0
153.02	4	80	145	0	1.547	1
158.087	4	61	141	0	1.107	1
172.119	4	25	108	0	1.404	1
180.169	4	74	121	0	1.472	1
186.202	4	41	27	1	0.898	0
195.235	4	55	163	0	0.898	1
204.285	4	60	124	0	1.065	1
212.335	4	29	44	1	1.361	0
220.368	4	81	58	1	1.039	0
229.401	4	28	132	0	0.825	1
238.434	4	24	125	0	0.862	1
245.467	4	39	161	0	0.838	1
251.501	4	74	52	1	1.008	0
263.534	4	77	142	0	0.811	1
273.567	4	43	120	0	1.481	1
285.616	4	42	145	0	0.762	1
298.649	4	75	41	1	1.009	0
308.682	4	65	159	0	1.101	1
