onset	duration	amount	Probability	choseAccept	RT	choseRight
13.037	4	61	0.5	1	3.621	1
20.07	4	49	0.44	0	1.204	0
31.103	4	41	0.6	1	2.422	1
39.136	4	76	0.44	0	1.276	0
48.169	4	77	0.38	0	1.4	0
55.218	4	33	0.91	1	1.567	1
67.268	4	40	0.79	1	2.017	1
75.318	4	25	0.91	1	3.102	1
94.367	4	58	0.42	0	1.203	0
99.417	4	75	0.48	0	2.882	0
108.466	4	35	0.78	1	1.622	1
119.499	4	54	0.52	1	2.592	1
130.532	4	82	0.09	0	2	0
139.582	4	36	0.59	1	2.08	1
146.615	4	64	0.33	0	1.018	0
155.665	4	35	0.73	1	1.57	1
162.698	4	63	0.57	1	1.328	1
175.731	4	28	0.63	0	3.652	0
192.78	4	73	0.74	1	2.059	1
200.813	4	41	0.63	1	2.225	1
206.846	4	39	0.3	n/a	n/a	n/a
229.895	4	56	0.49	1	1.644	1
237.928	4	70	0.39	0	2.284	0
245.978	4	25	0.89	1	2.283	1
255.011	4	46	0.77	1	1.628	1
273.044	4	35	0.7	1	1.474	1
278.094	4	83	0.32	0	1.744	0
286.127	4	58	0.46	0	2.098	0
295.176	4	45	0.37	0	1.305	0
306.209	4	33	0.62	1	1.859	1
