onset	duration	amount	Delay	choseAccept	RT	choseRight
17.706	4	44	143	0	1.547	1
27.756	4	85	129	0	2.461	1
37.789	4	39	104	0	1.045	1
48.822	4	65	156	0	1.981	1
56.871	4	42	145	0	0.931	1
66.921	4	36	114	0	0.897	1
75.971	4	54	23	1	1.419	0
83.02	4	65	137	0	1.368	1
92.07	4	24	139	0	1.416	1
99.12	4	34	176	0	1.056	1
110.153	4	78	129	0	2.874	1
120.186	4	70	108	1	2.118	0
132.235	4	56	172	0	1.155	1
143.268	4	49	172	0	0.986	1
153.318	4	23	134	0	1.142	1
161.351	4	80	39	1	1.634	0
173.4	4	28	59	0	2.113	1
194.45	4	24	87	0	1.43	1
208.499	4	23	77	0	1.747	1
216.549	4	50	129	0	1.092	1
223.582	4	33	78	0	0.818	1
234.631	4	50	41	1	1.754	0
243.681	4	29	58	0	1.12	1
254.731	4	28	123	0	1.255	1
262.764	4	25	74	0	1.335	1
274.813	4	50	59	1	1.773	0
283.846	4	69	172	0	2.372	1
288.896	4	22	21	0	1.142	1
294.929	4	45	26	1	1.787	0
308.979	4	23	176	0	0.842	1
