onset	duration	amount	Delay	choseAccept	RT	choseRight
15.19	4	62	180	1	2.577	1
20.24	4	31	74	0	1.249	0
35.29	4	28	123	0	1.334	0
51.34	4	25	176	0	1.643	0
61.373	4	50	41	1	2.157	1
70.406	4	41	174	0	0.979	0
78.439	4	32	57	0	2.022	0
86.472	4	45	157	0	1.797	0
99.522	4	67	23	1	1.128	1
116.555	4	36	140	0	1.761	0
126.588	4	64	89	1	1.689	1
134.621	4	71	76	1	1.92	1
142.671	4	58	73	0	2.634	0
154.721	4	41	129	0	2.443	0
163.754	4	82	74	1	1.982	1
172.787	4	24	125	0	0.929	0
181.82	4	69	172	0	1.597	0
191.87	4	43	19	1	2.106	1
201.903	4	76	161	1	2.94	1
212.936	4	74	52	1	1.638	1
222.97	4	23	134	0	1.855	0
230.003	4	27	142	0	3.557	0
240.036	4	25	108	0	1.241	0
245.086	4	58	55	1	1.175	1
250.136	4	40	159	0	0.949	0
265.185	4	48	128	0	2.206	0
273.218	4	34	176	0	1.08	0
283.268	4	52	139	0	2.298	0
299.318	4	63	37	1	0.974	1
309.351	4	83	105	1	1.374	1
