onset	duration	amount	Delay	choseAccept	RT	choseRight
14.334	4	27	142	0	2.122	1
23.367	4	43	120	0	1.409	1
31.4	4	66	71	1	2.448	0
41.433	4	41	55	0	2.599	1
55.483	4	67	23	1	1.556	0
63.516	4	71	76	1	2.275	0
73.549	4	42	145	0	1.658	1
79.582	4	49	140	0	1.953	1
85.632	4	24	89	0	2.287	1
99.682	4	24	87	0	1.125	1
108.715	4	30	23	0	1.252	1
120.764	4	28	123	0	1.41	1
130.797	4	77	142	0	1.361	1
138.83	4	54	23	0	1.784	1
145.88	4	58	36	1	1.678	0
152.913	4	39	95	0	1.397	1
161.963	4	58	55	1	1.891	0
168.996	4	78	108	1	3.17	0
181.046	4	24	125	0	1.319	1
192.096	4	25	108	0	1.117	1
204.145	4	66	58	1	1.212	0
209.195	4	79	92	1	1.618	0
218.245	4	62	180	0	1.936	1
231.295	4	55	107	0	1.318	1
246.344	4	39	104	0	1.724	1
265.377	4	52	139	0	1.059	1
274.41	4	60	124	0	2.506	1
285.443	4	27	130	0	1.305	1
296.476	4	66	145	0	1.104	1
307.526	4	33	163	0	1.085	1
