onset	duration	amount	Probability	choseAccept	RT	choseRight
18.507	4	83	0.54	1	1.997	0
23.556	4	68	0.64	1	1.275	0
33.589	4	79	0.33	0	1.066	1
42.639	4	33	0.8	1	1.936	0
49.673	4	81	0.1	0	1.622	1
67.705	4	70	0.34	0	1.886	1
78.739	4	58	0.42	0	0.843	1
88.771	4	76	0.44	0	1.051	1
103.821	4	75	0.48	0	0.785	1
112.871	4	25	0.91	1	2.119	0
125.92	4	72	0.5	1	1.55	0
135.953	4	77	0.43	0	0.869	1
153.003	4	62	0.18	0	1.538	1
158.053	4	49	0.44	0	1.248	1
172.102	4	46	0.77	1	1.183	0
180.135	4	63	0.27	0	0.934	1
186.185	4	31	0.79	0	2.14	1
195.218	4	43	0.69	1	1.475	0
204.251	4	83	0.32	0	1.001	1
212.301	4	40	0.39	0	0.807	1
220.334	4	57	0.51	0	2.022	1
229.367	4	79	0.49	0	1.533	1
238.417	4	52	0.41	0	1.299	1
245.467	4	52	0.47	0	1.089	1
251.5	4	40	0.71	1	1.296	0
263.533	4	36	0.59	0	1.67	1
273.566	4	29	0.83	0	2.021	1
285.599	4	62	0.3	0	1.212	1
298.632	4	54	0.52	0	1.395	1
308.665	4	21	0.96	0	2.698	1
