onset	duration	amount	Probability	choseAccept	RT	choseRight
14.706	4	61	0.5	0	1.643	0
22.739	4	71	0.19	0	0.864	0
37.788	4	49	0.44	0	0.959	0
43.821	4	78	0.42	0	0.97	0
53.854	4	77	0.39	0	0.648	0
62.904	4	72	0.34	0	0.808	0
72.937	4	83	0.52	1	1.55	1
78.003	4	21	0.93	0	1.599	0
83.069	4	33	0.62	0	2.08	0
88.136	4	77	0.43	0	0.815	0
103.202	4	83	0.3	0	0.654	0
110.235	4	64	0.34	0	0.636	0
120.268	4	76	0.26	0	0.73	0
127.317	4	22	0.96	0	1.078	0
135.35	4	50	0.39	0	0.734	0
141.4	4	57	0.58	0	1.253	0
151.433	4	40	0.39	0	1.354	0
163.482	4	61	0.67	1	2.04	1
171.515	4	39	0.3	0	0.604	0
193.564	4	78	0.26	0	1.12	0
201.596	4	31	0.79	1	1.545	1
211.629	4	56	0.68	1	1.386	1
218.663	4	63	0.27	0	0.818	0
235.711	4	70	0.61	1	1.424	1
245.744	4	42	0.6	1	1.73	1
258.777	4	40	0.79	1	1.223	1
269.809	4	83	0.54	1	1.639	1
280.842	4	49	0.43	0	1.568	0
293.892	4	28	0.89	1	2.029	1
308.924	4	53	0.48	0	0.661	0
