onset	duration	amount	Probability	choseAccept	RT	choseRight
15.117	4	21	0.93	1	1.418	1
23.167	4	46	0.77	1	1.243	1
38.2	4	40	0.79	1	0.771	1
44.233	4	22	0.98	1	1.131	1
54.282	4	42	0.6	1	1.105	1
63.332	4	70	0.61	1	0.93	1
73.365	4	45	0.37	0	1.05	0
78.432	4	33	0.62	1	0.7	1
83.498	4	49	0.43	0	1.965	0
88.565	4	55	0.44	0	1.53	0
103.614	4	79	0.33	0	0.738	0
110.647	4	68	0.64	1	0.975	1
120.68	4	62	0.3	0	1.053	0
127.73	4	53	0.54	1	1.289	1
135.78	4	65	0.55	1	1.52	1
141.813	4	28	0.89	1	1.634	1
151.863	4	24	0.96	1	0.825	1
163.912	4	35	0.7	1	1.206	1
171.945	4	77	0.38	0	0.849	0
194.011	4	74	0.39	0	0.945	0
202.044	4	49	0.71	1	1.203	1
212.094	4	56	0.68	1	1.068	1
219.144	4	82	0.09	0	1.16	0
236.177	4	25	0.91	1	0.945	1
246.21	4	76	0.26	0	0.812	0
259.276	4	43	0.69	1	2.937	1
270.309	4	61	0.67	1	0.779	1
281.342	4	49	0.56	1	2.412	1
294.375	4	46	0.48	0	0.798	0
309.424	4	73	0.74	1	0.793	1
