onset	duration	amount	Delay	choseAccept	RT	choseRight
19.887	4	23	110	0	1.823	1
29.92	4	24	87	0	0.597	1
38.97	4	55	107	1	1.587	0
50.019	4	29	75	0	0.871	1
64.068	4	78	129	1	0.869	0
79.118	4	41	27	1	1.427	0
85.151	4	76	161	1	1.009	0
102.2	4	67	41	1	0.849	0
110.233	4	24	89	0	0.905	1
121.266	4	32	74	0	0.809	1
126.315	4	80	39	1	0.946	0
131.365	4	54	126	0	0.802	1
144.414	4	23	42	0	1.852	1
161.463	4	31	76	0	1.242	1
169.496	4	23	134	0	0.567	1
177.546	4	75	60	1	0.834	0
190.595	4	73	44	1	0.869	0
200.645	4	45	72	0	1.183	1
206.694	4	60	124	0	0.727	1
217.727	4	25	70	0	0.745	1
225.76	4	67	23	1	0.67	0
234.809	4	23	61	0	0.821	1
240.843	4	79	92	1	0.683	0
250.892	4	29	44	0	0.736	1
259.941	4	44	143	0	1.209	1
266.974	4	74	121	1	0.781	0
278.007	4	71	88	1	1.041	0
288.04	4	64	89	1	0.867	0
298.089	4	24	38	0	0.707	1
309.122	4	69	172	0	1.547	1
