onset	duration	amount	Delay	choseAccept	RT	choseRight
15.381	4	43	19	1	0.966	0
24.431	4	24	89	0	1.478	1
32.48	4	41	27	1	1.059	0
42.513	4	56	93	1	1.693	0
56.562	4	75	41	1	1.492	0
64.595	4	78	129	0	1.211	1
74.645	4	39	161	0	0.997	1
80.695	4	62	180	0	1.07	1
86.744	4	25	70	0	1.654	1
100.794	4	39	104	0	1.46	1
109.827	4	78	108	0	1.713	1
121.893	4	24	125	0	0.832	1
131.959	4	25	141	0	0.788	1
139.992	4	27	91	0	1.255	1
147.025	4	43	38	1	1.089	0
154.058	4	52	139	0	1.261	1
163.091	4	71	176	0	1.275	1
170.124	4	44	143	0	1.199	1
182.174	4	35	171	0	0.83	1
193.223	4	25	74	0	1.281	1
205.289	4	67	41	1	0.869	0
210.356	4	40	159	0	1.17	1
219.422	4	65	159	0	1.152	1
232.471	4	77	161	0	1.56	1
247.521	4	71	76	1	0.997	0
266.553	4	66	145	0	1.233	1
275.603	4	71	88	1	0.712	0
286.636	4	34	176	0	1.03	1
297.685	4	45	72	0	1.674	1
308.718	4	24	87	0	1.467	1
