onset	duration	amount	Probability	choseAccept	RT	choseRight
18.098	4	31	0.61	1	1.861	0
28.131	4	24	0.96	1	1.077	0
38.18	4	75	0.24	0	1.06	1
49.23	4	33	0.62	1	1.005	0
57.263	4	58	0.62	1	0.886	0
67.296	4	21	0.97	1	0.792	0
76.329	4	74	0.39	0	1.016	1
83.395	4	58	0.83	1	0.818	0
92.445	4	36	0.59	1	1.301	0
99.494	4	31	0.79	1	1.112	0
110.544	4	32	0.57	1	1.359	0
120.577	4	50	0.39	0	1.467	1
132.643	4	35	0.78	1	0.934	0
143.692	4	72	0.34	0	0.921	1
153.725	4	41	0.6	1	1.759	0
161.775	4	72	0.5	1	0.865	0
173.824	4	49	0.56	1	0.888	0
194.874	4	57	0.58	1	0.747	0
208.906	4	79	0.49	1	2.258	0
216.939	4	58	0.46	1	1.366	0
223.989	4	76	0.26	0	0.73	1
235.055	4	33	0.91	1	1.029	0
244.088	4	82	0.48	1	1.105	0
255.121	4	29	0.83	1	1.343	0
263.171	4	44	0.44	1	1.874	0
275.22	4	56	0.68	1	1.58	0
284.253	4	78	0.42	1	1.826	0
289.303	4	79	0.45	1	1.079	0
295.336	4	78	0.26	0	0.844	1
309.385	4	82	0.31	0	2.048	1
