onset	duration	amount	Probability	choseAccept	RT	choseRight
18.231	4	83	0.54	0	1.264	0
24.281	4	57	0.3	0	0.582	0
40.33	4	29	0.83	0	1.077	0
47.363	4	58	0.42	0	0.612	0
59.396	4	78	0.26	0	0.818	0
73.446	4	63	0.57	1	1.184	1
81.495	4	84	0.25	0	0.911	0
88.528	4	36	0.59	1	1.126	1
96.561	4	57	0.51	1	1.092	1
109.594	4	77	0.38	0	0.731	0
119.644	4	83	0.3	1	0.345	1
139.693	4	72	0.5	1	1.431	1
149.726	4	78	0.42	0	0.798	0
158.776	4	47	0.72	1	1.004	1
171.809	4	22	0.98	0	1.491	0
186.841	4	21	0.96	0	0.954	0
197.874	4	61	0.5	0	0.865	0
206.924	4	46	0.77	1	0.887	1
214.957	4	58	0.45	0	0.966	0
221.007	4	39	0.49	0	0.691	0
233.04	4	50	0.39	0	0.578	0
240.073	4	71	0.36	1	0.401	1
247.123	4	49	0.51	0	0.599	0
257.172	4	53	0.48	0	0.733	0
265.222	4	42	0.58	1	1.363	1
274.255	4	21	0.97	0	0.93	0
282.305	4	77	0.43	0	0.624	0
287.354	4	43	0.69	1	1.271	1
298.387	4	35	0.73	1	1.109	1
309.42	4	25	0.91	0	0.884	0
