onset	duration	amount	Delay	choseAccept	RT	choseRight
15.515	4	67	41	1	1.211	0
24.548	4	49	172	0	1.27	1
32.598	4	75	41	1	1.281	0
42.631	4	28	163	0	1.515	1
56.68	4	32	57	0	1.989	1
64.713	4	66	71	1	1.982	0
74.746	4	29	58	1	1.706	0
80.779	4	55	163	1	1.713	0
86.812	4	83	105	1	1.264	0
100.845	4	48	128	1	1.631	0
109.878	4	24	125	0	1.377	1
121.911	4	76	161	1	1.417	0
131.961	4	77	142	1	1.28	0
139.994	4	77	161	1	1.299	0
147.027	4	24	87	0	1.223	1
154.06	4	23	110	0	1.101	1
163.109	4	50	129	1	1.307	0
170.142	4	58	72	1	1.462	0
182.175	4	77	24	1	1.259	0
193.208	4	28	59	1	1.64	0
205.241	4	45	26	1	1.201	0
210.307	4	25	70	0	1.606	1
219.34	4	31	74	0	1.594	1
232.373	4	25	74	0	1.508	1
247.406	4	31	76	1	1.809	0
266.439	4	33	103	0	1.581	1
275.488	4	29	75	0	1.3	1
286.538	4	22	27	0	1.379	1
297.587	4	60	124	1	1.613	0
308.62	4	65	156	1	1.58	0
