onset	duration	amount	Delay	choseAccept	RT	choseRight
19.241	4	39	161	1	1.25	1
29.29	4	72	95	1	1.048	1
38.323	4	54	22	1	1.714	1
49.373	4	29	44	1	2.064	1
63.406	4	67	74	1	0.963	1
78.439	4	28	132	0	1.095	0
84.489	4	58	53	1	1.3	1
101.555	4	33	78	0	1.73	0
109.604	4	57	89	1	1.136	1
120.654	4	23	110	0	1.028	0
125.721	4	28	59	0	1.389	0
130.77	4	69	172	1	1.693	1
143.803	4	74	52	1	0.623	1
160.836	4	35	171	0	1.787	0
168.886	4	43	38	1	1.222	1
176.919	4	25	74	0	1.402	0
189.969	4	48	128	1	1.266	1
200.035	4	80	145	1	1.136	1
206.101	4	41	129	1	1.214	1
217.151	4	25	70	0	1.048	0
225.201	4	73	44	1	1.254	1
234.234	4	45	72	1	1.423	1
240.267	4	58	73	1	1.086	1
250.333	4	44	143	1	1.205	1
259.383	4	70	108	1	0.719	1
266.433	4	65	159	1	1.745	1
277.466	4	27	91	0	1.009	0
287.499	4	77	24	1	0.822	1
297.532	4	80	39	1	0.681	1
308.565	4	23	134	0	1.228	0
