onset	duration	amount	Probability	choseAccept	RT	choseRight
17.812	4	55	0.44	0	2.32	0
23.845	4	49	0.51	1	1.363	1
39.895	4	73	0.74	1	1.363	1
46.928	4	28	0.89	0	2.061	0
58.961	4	42	0.6	1	1.897	1
72.994	4	33	0.91	0	1.686	0
81.027	4	64	0.34	0	2.235	0
88.06	4	82	0.09	0	1.138	0
96.11	4	49	0.56	1	2.391	1
109.143	4	47	0.72	1	1.345	1
119.176	4	58	0.45	1	2.788	1
139.208	4	58	0.83	1	1.93	1
149.241	4	78	0.26	0	1.39	0
158.274	4	31	0.61	0	1.718	0
171.324	4	56	0.49	1	1.675	1
186.357	4	61	0.5	1	1.593	1
197.39	4	46	0.48	1	2.145	1
206.423	4	57	0.58	1	1.525	1
214.456	4	58	0.62	1	1.822	1
220.489	4	76	0.43	1	2.366	1
232.539	4	42	0.58	1	2.304	1
239.572	4	64	0.33	0	1.523	0
246.605	4	82	0.47	1	1.685	1
256.671	4	53	0.54	1	2.683	1
264.721	4	57	0.3	0	1.326	0
273.754	4	22	0.96	0	1.97	0
281.787	4	78	0.42	0	2.683	0
286.854	4	82	0.25	0	1.175	0
297.903	4	77	0.38	0	1.207	0
308.953	4	82	0.23	0	0.905	0
