onset	duration	amount	Probability	choseAccept	RT	choseRight
14.197	4	24	0.96	1	2.192	1
22.23	4	70	0.61	1	1.784	1
37.279	4	82	0.48	1	1.977	1
43.312	4	83	0.3	0	1.352	0
53.362	4	46	0.33	0	2.374	0
62.395	4	40	0.79	1	2.191	1
72.428	4	24	0.91	1	2.287	1
77.478	4	75	0.24	0	2.33	0
82.545	4	72	0.33	0	2.293	0
87.594	4	21	0.93	1	2.04	1
102.627	4	72	0.4	1	1.982	1
109.66	4	53	0.48	1	2.467	1
119.71	4	33	0.62	0	2.317	0
126.76	4	35	0.78	1	2.879	1
134.793	4	23	0.96	0	2.418	0
140.843	4	56	0.44	n/a	n/a	n/a
150.892	4	85	0.59	1	1.487	1
162.925	4	70	0.39	1	1.777	1
170.958	4	28	0.63	0	1.146	0
193.024	4	40	0.66	1	1.908	1
201.057	4	58	0.46	1	1.39	1
211.09	4	71	0.19	0	1.377	0
218.124	4	35	0.7	0	2.705	0
235.173	4	60	0.51	1	1.582	1
245.239	4	76	0.26	0	1.472	0
258.272	4	22	0.98	0	2.42	0
269.305	4	41	0.6	1	1.89	1
280.338	4	21	0.97	0	2.046	0
293.405	4	50	0.57	1	1.205	1
308.454	4	45	0.37	0	1.8	0
