onset	duration	amount	Probability	choseAccept	RT	choseRight
14.929	4	77	0.39	1	1.362	1
21.964	4	40	0.66	1	1.145	1
32.998	4	82	0.31	0	0.795	0
41.032	4	31	0.79	1	0.861	1
50.066	4	22	0.89	1	0.742	1
57.1	4	46	0.33	0	0.846	0
69.146	4	49	0.44	0	0.93	0
77.192	4	49	0.51	1	2.223	1
96.237	4	53	0.48	0	0.872	0
101.283	4	46	0.48	0	1.119	0
110.329	4	61	0.67	1	1.184	1
121.363	4	39	0.3	0	0.699	0
132.397	4	58	0.46	0	0.898	0
141.431	4	49	0.43	0	0.631	0
148.465	4	58	0.45	0	0.708	0
157.499	4	77	0.38	0	0.616	0
164.522	4	29	0.83	0	1.412	0
177.567	4	58	0.62	0	2.311	0
194.6	4	58	0.83	1	1.334	1
202.634	4	28	0.63	0	1.344	0
208.657	4	57	0.51	0	1.715	0
231.701	4	60	0.51	0	2.387	0
239.747	4	82	0.09	0	0.898	0
247.782	4	25	0.89	0	1.305	0
256.828	4	50	0.57	1	2.132	1
274.86	4	82	0.47	1	3.394	1
279.895	4	82	0.29	0	1.394	0
287.929	4	42	0.58	0	1.936	0
296.975	4	28	0.89	0	1.173	0
308.021	4	76	0.43	0	1.856	0
