onset	duration	amount	Delay	choseAccept	RT	choseRight
14.244	4	70	174	0	3.396	0
22.267	4	21	6	0	1.661	0
30.29	4	55	73	1	2.181	1
41.315	4	54	150	0	2.468	0
55.358	4	26	35	0	2.505	0
68.385	4	23	55	0	1.797	0
81.411	4	24	146	0	1.587	0
87.449	4	77	98	1	2.493	1
96.473	4	35	69	1	2.676	1
102.494	4	39	136	0	1.471	0
110.517	4	41	160	0	1.888	0
116.538	4	30	51	1	2.395	1
131.566	4	40	163	0	1.83	0
136.603	4	38	124	0	2.481	0
142.624	4	80	58	1	1.812	1
152.648	4	22	2	0	1.772	0
169.678	4	27	93	0	1.981	0
178.701	4	40	23	1	2.558	1
188.725	4	69	53	1	1.917	1
197.749	4	52	98	1	3.445	1
203.77	4	57	65	1	2.92	1
208.808	4	24	105	0	1.33	0
222.834	4	44	116	0	1.743	0
238.863	4	25	129	0	1.81	0
243.9	4	37	137	0	1.757	0
250.922	4	26	44	0	2.046	0
260.946	4	21	50	0	1.798	0
269.97	4	44	81	0	3.046	0
288	4	71	118	0	2.543	0
302.027	4	64	93	1	3.004	1
311.051	4	23	172	0	1.38	0
327.079	4	56	82	1	2.911	1
334.101	4	78	85	1	2.393	1
344.126	4	31	90	0	2.448	0
353.166	4	21	23	0	1.176	0
365.191	4	58	75	1	2.118	1
370.229	4	54	122	0	2.088	0
381.253	4	36	159	n/a	n/a	n/a
