onset	duration	amount	Probability	choseAccept	RT	choseRight
13.03	4	77	0.39	0	1.946	1
20.052	4	39	0.3	0	1.284	1
31.098	4	84	0.25	1	1.464	0
39.121	4	65	0.55	1	1.146	0
48.155	4	25	0.89	0	1.809	1
55.201	4	61	0.67	1	1.21	0
67.246	4	44	0.44	0	1.775	1
75.281	4	79	0.45	1	1.243	0
94.313	4	35	0.73	1	1.831	0
99.348	4	41	0.63	1	1.396	0
108.37	4	74	0.39	1	1.703	0
119.404	4	22	0.89	0	1.962	1
130.45	4	50	0.39	0	1.867	1
139.496	4	46	0.21	0	1.406	1
146.542	4	83	0.28	0	1.42	1
155.588	4	71	0.36	1	1.961	0
162.61	4	32	0.57	0	2.418	1
175.656	4	23	0.83	0	1.952	1
192.701	4	82	0.29	0	2.219	1
200.735	4	39	0.49	0	2.13	1
206.769	4	30	0.7	0	1.806	1
229.802	4	82	0.31	1	1.348	0
237.824	4	66	0.25	0	1.515	1
245.858	4	49	0.43	0	2.703	1
254.893	4	72	0.34	1	1.715	0
272.926	4	63	0.57	1	1.417	0
277.96	4	83	0.52	1	1.583	0
285.994	4	56	0.68	1	1.743	0
295.04	4	50	0.48	1	1.401	0
306.086	4	49	0.71	1	1.587	0
