onset	duration	amount	Delay	choseAccept	RT	choseRight
18.393	4	34	43	0	2.782	1
28.442	4	29	75	0	0.901	1
38.492	4	54	22	0	1.019	1
49.542	4	66	71	1	1.193	0
57.575	4	27	91	0	1.12	1
67.625	4	24	38	0	1.357	1
76.658	4	36	140	0	0.676	1
83.691	4	32	57	1	2.763	0
92.724	4	41	129	0	0.866	1
99.774	4	78	108	1	1.176	0
110.807	4	43	120	0	1.639	1
120.84	4	74	52	1	1.342	0
132.873	4	41	27	n/a	n/a	n/a
143.923	4	57	89	0	1.57	1
153.972	4	58	53	1	0.985	0
162.022	4	43	38	1	1.367	0
174.072	4	32	111	0	1.765	1
195.138	4	33	163	1	3.306	0
209.171	4	71	88	1	1.593	0
217.204	4	56	172	n/a	n/a	n/a
224.254	4	58	36	1	0.614	0
235.287	4	75	41	1	0.845	0
244.32	4	54	23	1	2.323	0
255.353	4	61	141	1	1.714	0
263.386	4	28	163	0	0.721	1
275.436	4	77	24	1	2.143	0
284.469	4	23	110	0	0.718	1
289.535	4	58	55	1	3.74	0
295.568	4	55	163	0	0.851	1
309.618	4	58	73	1	2.296	0
