onset	duration	amount	Probability	choseAccept	RT	choseRight
14.534	4	81	0.1	0	2.209	0
21.567	4	75	0.24	0	2.054	0
32.6	4	33	0.62	1	1.038	1
40.633	4	28	0.63	1	2.409	1
49.666	4	49	0.51	1	1.594	1
56.699	4	35	0.73	1	0.917	1
68.749	4	70	0.39	1	3.056	1
76.782	4	25	0.89	1	0.876	1
95.815	4	65	0.55	1	1.656	1
100.865	4	32	0.57	0	3.597	0
109.914	4	82	0.47	1	1.553	1
120.964	4	53	0.48	1	2.18	1
131.997	4	33	0.91	1	1.33	1
141.03	4	47	0.72	1	1.555	1
148.063	4	40	0.79	1	1.013	1
157.096	4	58	0.46	1	1.596	1
164.129	4	21	0.96	1	2.021	1
177.162	4	42	0.58	1	2.497	1
194.212	4	83	0.28	1	3.24	1
202.245	4	49	0.43	1	2.435	1
208.279	4	39	0.3	0	1.558	0
231.311	4	31	0.79	0	3.39	0
239.344	4	70	0.61	1	2.023	1
247.393	4	79	0.33	0	3.291	0
256.426	4	83	0.52	1	2.001	1
274.492	4	46	0.48	1	3.354	1
279.542	4	79	0.49	1	2.086	1
287.575	4	56	0.68	1	1.132	1
296.608	4	24	0.91	1	2.464	1
307.658	4	60	0.51	1	3.055	1
