onset	duration	amount	Delay	choseAccept	RT	choseRight
16.782	4	40	159	0	2.718	1
26.848	4	78	129	1	2.761	0
36.881	4	73	44	1	1.214	0
47.914	4	29	58	0	1.356	1
55.947	4	41	55	1	2.322	0
65.98	4	28	123	0	2.115	1
75.03	4	33	163	0	1.346	1
82.08	4	48	128	0	1.026	1
91.129	4	35	171	0	2.451	1
98.196	4	65	156	0	1.358	1
109.229	4	50	59	1	1.392	0
119.262	4	25	74	0	1.688	1
131.295	4	22	27	0	1.853	1
142.344	4	31	76	0	2.053	1
152.411	4	23	134	0	1.034	1
160.46	4	22	21	0	3.316	1
172.51	4	79	92	1	1.303	0
193.559	4	43	120	0	1.323	1
207.592	4	45	26	1	1.309	0
215.642	4	24	125	0	1.287	1
222.692	4	25	70	0	0.901	1
233.741	4	28	59	0	1.885	1
242.791	4	39	104	0	1.057	1
253.824	4	36	140	0	1.039	1
261.857	4	45	157	0	2.523	1
273.89	4	54	126	0	0.947	1
282.94	4	28	163	0	2.636	1
288.006	4	36	114	0	2.105	1
294.04	4	49	172	0	2.742	1
308.072	4	82	74	1	1.896	0
