onset	duration	amount	Delay	choseAccept	RT	choseRight
17.166	4	55	107	0	1.271	0
22.216	4	34	176	0	1.112	0
32.265	4	63	37	1	1.672	1
41.298	4	58	36	1	1.535	1
48.348	4	65	159	0	1.351	0
66.397	4	71	88	0	2.75	0
77.464	4	39	95	0	1.737	0
87.497	4	81	58	1	1.451	1
102.546	4	66	58	1	2.041	1
111.579	4	75	60	1	1.617	1
124.629	4	55	163	0	2.502	0
134.679	4	56	93	0	2.275	0
151.728	4	45	107	0	1.559	0
156.778	4	43	38	1	2.487	1
170.811	4	33	103	0	1.575	0
178.844	4	58	72	1	1.618	1
184.894	4	83	105	1	3.365	1
193.96	4	50	129	0	1.144	0
202.993	4	23	42	0	1.681	0
211.043	4	62	180	0	1.3	0
219.093	4	85	129	0	2.53	0
228.142	4	32	74	0	3.868	0
237.192	4	24	89	0	2.095	0
244.242	4	74	52	1	2.532	1
250.292	4	58	55	1	1.99	1
262.325	4	77	142	0	2.074	0
272.374	4	33	78	0	1.147	0
284.441	4	80	145	0	2.046	0
297.49	4	58	53	1	1.733	1
307.54	4	45	72	0	2.238	0
