onset	duration	amount	Probability	choseAccept	RT	choseRight
15.047	4	22	0.98	1	1.561	1
21.08	4	22	0.89	1	2.103	1
37.113	4	41	0.6	1	1.638	1
44.145	4	64	0.34	0	1.461	0
56.178	4	54	0.52	0	1.372	0
70.211	4	33	0.62	0	1.123	0
78.244	4	28	0.63	n/a	n/a	n/a
85.294	4	77	0.38	0	3.439	0
93.327	4	53	0.54	0	1.254	0
106.36	4	35	0.7	1	1.493	1
116.393	4	36	0.59	1	2.124	1
136.442	4	58	0.45	0	1.354	0
146.475	4	22	0.96	0	2.081	0
155.525	4	50	0.48	0	1.199	0
168.574	4	21	0.97	0	1.341	0
183.607	4	63	0.57	1	1.7	1
194.657	4	35	0.73	1	1.794	1
203.69	4	76	0.43	0	1.32	0
211.723	4	71	0.36	0	1.175	0
217.756	4	55	0.44	0	1.038	0
229.789	4	77	0.39	0	0.757	0
236.822	4	56	0.49	0	1.716	0
243.871	4	42	0.6	1	1.53	1
253.904	4	58	0.83	1	1.553	1
261.938	4	83	0.52	1	2.287	1
270.97	4	25	0.91	1	1.423	1
279.003	4	40	0.39	0	3.566	0
284.07	4	32	0.57	1	2.458	1
295.103	4	33	0.8	1	1.129	1
306.136	4	57	0.3	0	0.968	0
