onset	duration	amount	Delay	choseAccept	RT	choseRight
15.049	4	64	89	1	2.329	0
25.082	4	65	159	0	1.69	1
35.131	4	66	58	1	2.268	0
46.181	4	63	37	1	3.063	0
54.214	4	79	92	0	2.232	1
64.263	4	43	19	1	0.983	0
73.313	4	34	43	1	1.844	0
80.346	4	43	38	1	2.163	0
89.378	4	65	156	0	3.363	1
96.428	4	58	73	0	2.878	1
107.477	4	44	92	0	2.013	1
117.527	4	45	72	1	1.475	0
129.576	4	62	180	0	1.09	1
140.626	4	29	44	1	2.438	0
150.658	4	57	89	1	2.263	0
158.708	4	67	103	1	3.34	0
170.741	4	33	78	0	1.325	1
191.773	4	23	42	0	2.503	1
205.839	4	74	121	1	2.926	0
213.871	4	71	176	0	1.839	1
220.904	4	41	27	1	1.191	0
231.937	4	39	104	0	1.143	1
240.987	4	25	108	0	1.109	1
252.019	4	67	41	1	1.044	0
260.052	4	28	163	0	0.999	1
272.102	4	82	74	1	1.819	0
281.151	4	55	107	1	3.504	0
286.202	4	23	110	0	1.895	1
292.25	4	22	21	0	1.417	1
306.3	4	30	36	1	1.847	0
