onset	duration	amount	Delay	choseAccept	RT	choseRight
14.219	4	58	53	1	1.547	1
22.252	4	71	88	1	1.561	1
37.301	4	42	145	0	1.057	0
43.334	4	77	142	1	2.008	1
53.367	4	29	58	1	2.182	1
62.416	4	54	22	1	1.254	1
72.45	4	85	129	1	2.325	1
77.499	4	27	91	0	2.19	0
82.548	4	58	55	1	1.99	1
87.598	4	58	36	1	1.83	1
102.647	4	40	159	0	1.224	0
109.68	4	60	124	0	1.502	0
119.73	4	61	141	0	1.997	0
126.779	4	23	176	0	1.102	0
134.829	4	35	171	0	1.047	0
140.879	4	58	72	1	1.175	1
150.911	4	23	61	0	1.518	0
162.961	4	67	23	1	1.367	1
171.01	4	66	145	1	1.562	1
193.059	4	75	41	1	1.934	1
201.108	4	78	129	1	2.515	1
211.158	4	48	128	0	0.83	0
218.208	4	80	39	1	1.488	1
235.257	4	52	139	1	2.393	1
245.289	4	70	108	0	2.986	0
258.355	4	25	141	0	2.03	0
269.421	4	39	95	0	1.944	0
280.471	4	23	134	0	3.812	0
293.52	4	24	89	0	1.549	0
308.569	4	25	70	0	0.928	0
