onset	duration	amount	Delay	choseAccept	RT	choseRight
20.185	4	56	172	1	2.255	0
30.218	4	36	114	0	0.952	1
39.267	4	41	129	0	0.999	1
50.317	4	44	143	0	0.922	1
64.349	4	22	27	1	1.447	0
79.398	4	72	95	1	1.586	0
85.448	4	49	172	0	1.116	1
102.514	4	41	174	1	1.32	0
110.58	4	43	120	0	1.465	1
121.646	4	28	59	0	1.934	1
126.712	4	83	105	1	1.555	0
131.762	4	30	23	0	1.61	1
144.795	4	75	60	1	1.04	0
161.844	4	67	74	1	1.325	0
169.893	4	45	157	0	1.744	1
177.926	4	71	76	1	1.374	0
190.959	4	28	123	0	1.275	1
201.008	4	27	142	0	1.229	1
207.058	4	28	132	0	1.938	1
218.091	4	73	44	1	1.075	0
226.123	4	50	129	1	1.421	0
235.156	4	50	59	1	1.161	0
241.189	4	25	74	0	1.903	1
251.239	4	24	87	1	2.911	0
260.272	4	29	75	0	1.432	1
267.321	4	24	125	0	0.971	1
278.354	4	23	77	0	0.77	1
288.42	4	81	58	1	1.294	0
298.453	4	45	26	1	1.313	0
309.485	4	24	139	0	0.998	1
