onset	duration	amount	Delay	choseAccept	RT	choseRight
14.691	4	56	93	1	1.038	1
23.724	4	39	104	1	2.055	1
31.758	4	67	41	1	1.225	1
41.807	4	70	108	1	1.683	1
55.857	4	39	161	1	1.712	1
63.89	4	42	145	1	1.365	1
73.923	4	22	27	1	1.595	1
79.956	4	64	89	1	1.462	1
85.989	4	80	39	1	1.719	1
100.039	4	28	123	1	1.957	1
109.072	4	85	129	1	1.344	1
121.105	4	25	74	1	2.032	1
131.155	4	36	140	1	1.292	1
139.205	4	23	110	0	1.728	0
146.254	4	54	126	1	1.407	1
153.288	4	24	89	1	1.316	1
162.354	4	30	36	1	1.34	1
169.387	4	74	121	1	1.337	1
181.437	4	75	41	1	1.325	1
192.47	4	31	76	1	1.275	1
204.503	4	78	108	1	0.964	1
209.553	4	67	23	1	1.86	1
218.586	4	34	176	1	1.227	1
231.619	4	27	130	0	2.122	0
246.668	4	71	76	1	1.343	1
265.701	4	43	38	1	1.773	1
274.734	4	43	120	1	1.154	1
285.784	4	41	174	1	0.99	1
296.834	4	31	74	1	1.437	1
307.867	4	80	145	1	1.136	1
