onset	duration	amount	Delay	choseAccept	RT	choseRight
15.53	4	27	142	0	1.362	1
24.563	4	43	120	1	1.078	0
32.596	4	66	71	1	1.714	0
42.629	4	41	55	1	2.22	0
56.679	4	67	23	1	1.07	0
64.729	4	71	76	1	1.206	0
74.762	4	42	145	0	1.533	1
80.811	4	49	140	0	1.81	1
86.845	4	24	89	0	1.466	1
100.894	4	24	87	0	2.277	1
109.927	4	30	23	1	1.172	0
121.96	4	28	123	0	1.249	1
132.01	4	77	142	1	1.58	0
140.043	4	54	23	1	1.011	0
147.076	4	58	36	1	1.556	0
154.109	4	39	95	1	1.887	0
163.159	4	58	55	1	1.218	0
170.209	4	78	108	1	1.003	0
182.259	4	24	125	0	0.921	1
193.292	4	25	108	0	1.066	1
205.341	4	66	58	1	1.242	0
210.391	4	79	92	1	1.085	0
219.441	4	62	180	1	1.251	0
232.49	4	55	107	1	0.954	0
247.54	4	39	104	0	1.761	1
266.573	4	52	139	1	1.217	0
275.623	4	60	124	1	1.447	0
286.656	4	27	130	0	1.103	1
297.705	4	66	145	1	1.003	0
308.755	4	33	163	0	0.898	1
