onset	duration	amount	Probability	choseAccept	RT	choseRight
18.623	4	83	0.54	1	1.007	0
23.673	4	68	0.64	1	1.047	0
33.706	4	79	0.33	0	1.288	1
42.739	4	33	0.8	1	1.633	0
49.789	4	81	0.1	0	1.34	1
67.822	4	70	0.34	1	1.348	0
78.855	4	58	0.42	1	1.101	0
88.904	4	76	0.44	1	1.239	0
103.937	4	75	0.48	1	1.315	0
112.97	4	25	0.91	1	1.162	0
126.003	4	72	0.5	1	1.672	0
136.036	4	77	0.43	1	1.213	0
153.086	4	62	0.18	0	1.001	1
158.152	4	49	0.44	1	1.122	0
172.185	4	46	0.77	1	1.511	0
180.218	4	63	0.27	0	1.377	1
186.252	4	31	0.79	1	1.113	0
195.285	4	43	0.69	1	1.071	0
204.318	4	83	0.32	0	1.335	1
212.367	4	40	0.39	1	1.903	0
220.401	4	57	0.51	1	1.041	0
229.434	4	79	0.49	1	1.457	0
238.467	4	52	0.41	1	1.683	0
245.516	4	52	0.47	1	1.141	0
251.55	4	40	0.71	1	1.628	0
263.583	4	36	0.59	1	1.553	0
273.616	4	29	0.83	1	1.071	0
285.649	4	62	0.3	0	1.598	1
298.698	4	54	0.52	1	1.274	0
308.731	4	21	0.96	1	1.506	0
