onset	duration	amount	Probability	choseAccept	RT	choseRight
13.03	4	77	0.39	0	1.591	1
20.063	4	39	0.3	0	1.581	1
31.113	4	84	0.25	0	1.104	1
39.146	4	65	0.55	1	0.996	0
48.179	4	25	0.89	1	1.816	0
55.212	4	61	0.67	1	1.243	0
67.245	4	44	0.44	1	1.435	0
75.295	4	79	0.45	1	1.137	0
94.328	4	35	0.73	1	1.456	0
99.378	4	41	0.63	1	1.379	0
108.411	4	74	0.39	0	1.671	1
119.444	4	22	0.89	1	1.082	0
130.477	4	50	0.39	1	1.571	0
139.51	4	46	0.21	0	1.061	1
146.543	4	83	0.28	0	1.135	1
155.593	4	71	0.36	1	1.596	0
162.626	4	32	0.57	1	1.275	0
175.659	4	23	0.83	1	1.392	0
192.692	4	82	0.29	1	1.897	0
200.725	4	39	0.49	1	1.726	0
206.758	4	30	0.7	1	1.663	0
229.791	4	82	0.31	0	1.749	1
237.841	4	66	0.25	0	1.587	1
245.874	4	49	0.43	1	1.206	0
254.907	4	72	0.34	1	1.604	0
272.94	4	63	0.57	1	1.076	0
277.989	4	83	0.52	1	1.044	0
286.023	4	56	0.68	1	1.011	0
295.056	4	50	0.48	1	1.117	0
306.122	4	49	0.71	1	0.903	0
