onset	duration	amount	Delay	choseAccept	RT	choseRight
17.072	4	45	107	1	1.69	0
27.105	4	22	21	0	1.814	1
37.155	4	24	38	0	2.539	1
48.188	4	56	93	1	1.11	0
56.221	4	25	176	0	1.583	1
66.271	4	54	126	1	0.962	0
75.304	4	82	74	1	1.288	0
82.338	4	23	77	0	1.546	1
91.387	4	44	92	1	1.109	0
98.42	4	41	174	1	1.043	0
109.453	4	45	157	1	1.092	0
119.486	4	28	163	0	1.373	1
131.519	4	67	103	1	1.165	0
142.552	4	77	161	1	0.95	0
152.585	4	24	139	0	1.607	1
160.618	4	67	41	1	0.891	0
172.651	4	58	72	1	0.958	0
193.701	4	31	74	1	1.839	0
207.734	4	43	19	1	1.848	0
215.767	4	71	176	1	1.11	0
222.8	4	36	140	1	1.269	0
233.85	4	56	172	1	0.914	0
242.883	4	78	129	1	1.421	0
253.932	4	75	60	1	1.486	0
261.982	4	29	58	1	1.491	0
274.015	4	75	41	1	1.719	0
283.065	4	74	121	1	1.304	0
288.131	4	31	76	1	1.303	0
294.181	4	85	129	1	1.072	0
308.214	4	61	141	1	1.358	0
