onset	duration	amount	Probability	choseAccept	RT	choseRight
17.947	4	55	0.44	1	1.539	1
23.98	4	49	0.51	1	1.668	1
40.029	4	73	0.74	1	2.11	1
47.063	4	28	0.89	1	1.752	1
59.112	4	42	0.6	0	3.218	0
73.162	4	33	0.91	1	1.967	1
81.212	4	64	0.34	0	2.22	0
88.245	4	82	0.09	0	2.007	0
96.278	4	49	0.56	1	2.248	1
109.311	4	47	0.72	1	2.427	1
119.344	4	58	0.45	1	2.242	1
139.393	4	58	0.83	1	1.729	1
149.426	4	78	0.26	0	2.448	0
158.476	4	31	0.61	1	2.888	1
171.509	4	56	0.49	1	2.626	1
186.542	4	61	0.5	1	1.357	1
197.575	4	46	0.48	1	2.146	1
206.608	4	57	0.58	1	2.873	1
214.641	4	58	0.62	1	3.135	1
220.691	4	76	0.43	1	3.634	1
232.741	4	42	0.58	0	3.111	0
239.774	4	64	0.33	0	1.548	0
246.824	4	82	0.47	1	2.573	1
256.857	4	53	0.54	1	1.9	1
264.907	4	57	0.3	0	1.588	0
273.94	4	22	0.96	0	1.47	0
281.973	4	78	0.42	1	2.062	1
287.023	4	82	0.25	0	1.889	0
298.056	4	77	0.38	1	2.334	1
309.105	4	82	0.23	0	2.136	0
