onset	duration	amount	Delay	choseAccept	RT	choseRight
15.754	4	24	38	0	2.342	1
24.787	4	58	36	1	2.701	0
32.836	4	55	107	0	0.755	1
42.869	4	32	111	0	1.562	1
56.902	4	50	59	0	1.713	1
64.952	4	32	57	0	1.511	1
74.985	4	27	91	0	1.517	1
81.034	4	30	36	0	1.492	1
87.068	4	42	145	0	2.834	1
101.117	4	41	27	0	0.945	1
110.15	4	45	72	0	0.784	1
122.2	4	49	140	0	0.693	1
132.233	4	79	92	0	1.484	1
140.282	4	60	124	0	0.835	1
147.332	4	41	174	0	0.713	1
154.382	4	33	103	0	0.726	1
163.415	4	28	163	0	0.701	1
170.464	4	69	172	0	0.852	1
182.514	4	77	24	0	1.226	1
193.547	4	85	129	0	0.792	1
205.58	4	71	76	0	1.791	1
210.63	4	80	145	0	2.005	1
219.663	4	36	114	0	2.052	1
232.712	4	76	161	0	0.826	1
247.745	4	56	93	0	0.673	1
266.778	4	67	23	1	2.28	0
275.811	4	25	108	0	1.006	1
286.844	4	58	53	0	2.781	1
297.893	4	34	43	0	0.876	1
308.926	4	27	130	0	0.811	1
