onset	duration	amount	Probability	choseAccept	RT	choseRight
17.153	4	84	0.25	0	1.455	0
27.186	4	21	0.96	0	1.646	0
37.235	4	83	0.32	0	0.812	0
48.268	4	42	0.6	1	1.435	1
56.318	4	83	0.54	1	1.097	1
66.351	4	21	0.97	0	0.936	0
75.401	4	53	0.54	1	1.261	1
82.434	4	22	0.98	0	1.076	0
91.467	4	28	0.89	0	1.827	0
98.5	4	65	0.55	1	1.322	1
109.533	4	56	0.44	0	1.553	0
119.566	4	71	0.19	0	0.719	0
131.615	4	64	0.34	0	0.798	0
142.665	4	54	0.52	1	2.652	1
152.714	4	72	0.5	1	1.203	1
160.748	4	31	0.79	1	1.608	1
172.78	4	35	0.73	1	1.096	1
193.813	4	82	0.23	0	0.855	0
207.846	4	61	0.67	1	1.573	1
215.879	4	41	0.6	1	1.084	1
222.928	4	23	0.96	0	1.283	0
233.978	4	74	0.39	0	0.881	0
243.028	4	57	0.3	0	0.678	0
254.061	4	82	0.47	n/a	n/a	n/a
262.11	4	23	0.83	0	2.02	0
274.143	4	28	0.63	0	1.707	0
283.176	4	41	0.63	1	0.953	1
288.226	4	63	0.27	0	0.711	0
294.259	4	47	0.72	1	1.838	1
308.292	4	58	0.46	0	1.085	0
