onset	duration	amount	Delay	choseAccept	RT	choseRight
18.991	4	27	142	1	2.908	1
24.041	4	58	36	1	2.935	1
34.09	4	28	163	0	0.904	0
43.14	4	65	156	1	0.622	1
50.173	4	25	176	0	1.251	0
68.223	4	74	52	1	0.652	1
79.272	4	74	121	1	0.626	1
89.305	4	56	172	1	1.067	1
104.355	4	41	55	1	0.943	1
113.388	4	65	137	1	0.615	1
126.421	4	62	180	1	0.963	1
136.454	4	71	76	1	0.916	1
153.504	4	23	176	0	0.664	0
158.57	4	48	128	1	0.545	1
172.603	4	64	89	1	0.926	1
180.636	4	81	58	1	0.551	1
186.686	4	58	55	1	0.512	1
195.736	4	60	124	1	0.899	1
204.786	4	66	71	1	0.759	1
212.819	4	25	70	0	0.742	0
220.852	4	35	171	1	1.155	1
229.885	4	29	75	1	0.714	1
238.918	4	32	74	1	0.884	1
245.968	4	45	72	1	0.592	1
252.001	4	30	23	0	0.882	0
264.051	4	27	130	0	0.722	0
274.084	4	76	161	1	0.621	1
286.117	4	23	77	0	0.822	0
299.15	4	67	103	1	0.609	1
309.183	4	56	93	1	0.581	1
