onset	duration	amount	Delay	choseAccept	RT	choseRight
15.951	4	27	142	0	1.295	1
24.984	4	43	120	1	1.353	0
33.033	4	66	71	1	1.09	0
43.066	4	41	55	1	0.902	0
57.116	4	67	23	1	0.868	0
65.165	4	71	76	1	0.741	0
75.198	4	42	145	1	0.636	0
81.248	4	49	140	1	0.961	0
87.281	4	24	89	0	1.02	1
101.33	4	24	87	0	1.251	1
110.38	4	30	23	0	1.452	1
122.43	4	28	123	0	0.978	1
132.463	4	77	142	1	0.856	0
140.496	4	54	23	1	0.891	0
147.529	4	58	36	1	0.69	0
154.562	4	39	95	1	0.907	0
163.595	4	58	55	1	0.907	0
170.628	4	78	108	1	0.656	0
182.661	4	24	125	0	0.743	1
193.693	4	25	108	0	0.768	1
205.743	4	66	58	1	1.011	0
210.793	4	79	92	1	0.917	0
219.842	4	62	180	1	0.989	0
232.875	4	55	107	1	0.681	0
247.908	4	39	104	1	0.999	0
266.94	4	52	139	1	0.645	0
275.973	4	60	124	1	0.701	0
287.023	4	27	130	0	0.986	1
298.072	4	66	145	1	0.864	0
309.105	4	33	163	0	1.234	1
