onset	duration	amount	Delay	choseAccept	RT	choseRight
13.996	4	40	159	1	2.153	1
19.047	4	45	157	0	1.132	0
34.096	4	71	88	1	1.554	1
50.129	4	71	176	1	2.088	1
60.161	4	58	73	0	1.73	0
69.194	4	58	36	1	1.195	1
77.227	4	27	142	0	0.931	0
85.277	4	65	159	1	1.473	1
98.31	4	66	58	1	1.135	1
115.376	4	54	23	1	1.4	1
125.426	4	29	75	0	1.204	0
133.459	4	22	21	0	1.296	0
141.492	4	85	129	1	1.099	1
153.525	4	34	43	0	1.041	0
162.558	4	25	176	0	1.288	0
171.591	4	54	22	1	1.324	1
180.624	4	63	37	1	1.3	1
190.673	4	25	70	0	1.322	0
200.706	4	31	76	0	0.994	0
211.739	4	58	53	1	1.216	1
221.772	4	78	108	1	1.353	1
228.806	4	79	92	1	1.267	1
238.855	4	41	174	0	1.106	0
243.905	4	36	140	0	1.094	0
248.954	4	39	161	0	1.264	0
264.004	4	24	125	0	0.951	0
272.054	4	41	55	0	1.343	0
282.087	4	23	134	0	1.028	0
298.119	4	67	41	1	1.276	1
308.152	4	80	39	1	0.816	1
