onset	duration	amount	Delay	choseAccept	RT	choseRight
19.388	4	39	95	0	1.444	1
24.438	4	77	24	0	2.034	1
34.488	4	28	163	0	0.976	1
43.521	4	27	130	0	1.135	1
50.571	4	30	23	1	1.884	0
68.62	4	28	59	1	1.883	0
79.653	4	83	105	0	1.266	1
89.703	4	77	142	0	1.016	1
104.752	4	44	92	1	1.495	0
113.785	4	52	139	0	0.757	1
126.818	4	45	26	1	1.468	0
136.868	4	25	74	0	1.458	1
153.901	4	28	123	0	1.049	1
158.968	4	48	128	0	0.87	1
173.017	4	57	89	1	1.588	0
181.051	4	78	129	0	1.194	1
187.083	4	29	44	1	0.986	0
196.133	4	31	74	1	1.736	0
205.183	4	30	36	1	1.342	0
213.216	4	49	172	0	0.989	1
221.249	4	76	161	0	0.716	1
230.299	4	43	19	1	1.105	0
239.332	4	22	27	1	1.056	0
246.365	4	24	139	0	1.423	1
252.398	4	65	159	0	0.622	1
264.431	4	54	23	1	1.429	0
274.464	4	41	129	0	1.06	1
286.497	4	67	103	0	1.451	1
299.547	4	80	39	1	0.8	0
309.597	4	72	95	0	1.654	1
