onset	duration	amount	Probability	choseAccept	RT	choseRight
19.133	4	82	0.29	0	2.009	1
24.179	4	47	0.72	1	1.165	0
34.213	4	60	0.51	0	1.316	1
43.248	4	21	0.96	1	1.337	0
50.27	4	84	0.25	0	1.643	1
68.315	4	40	0.71	1	1.047	0
79.349	4	82	0.25	0	1.228	1
89.383	4	81	0.1	0	1.154	1
104.428	4	21	0.93	1	1.302	0
113.462	4	42	0.58	1	2.037	0
126.508	4	22	0.89	1	1.55	0
136.53	4	33	0.91	1	1.007	0
153.563	4	56	0.44	0	1.106	1
158.61	4	72	0.5	0	1.093	1
172.655	4	72	0.33	0	1.076	1
180.689	4	46	0.48	0	1.365	1
186.724	4	50	0.39	0	0.86	1
195.77	4	64	0.34	0	1.118	1
204.816	4	22	0.96	1	0.927	0
212.85	4	29	0.83	1	1.088	0
220.884	4	82	0.23	0	0.841	1
229.918	4	31	0.79	1	0.872	0
238.953	4	46	0.77	1	1.319	0
245.999	4	31	0.61	1	1.27	0
252.045	4	39	0.3	0	0.911	1
264.079	4	41	0.63	1	1.118	0
274.125	4	85	0.59	1	1.568	0
286.158	4	22	0.98	1	1.145	0
299.192	4	64	0.33	0	0.835	1
309.238	4	63	0.57	0	1.415	1
