onset	duration	amount	Probability	choseAccept	RT	choseRight
14.694	4	40	0.71	1	1.212	1
22.744	4	39	0.49	1	1.36	1
37.777	4	30	0.7	1	0.798	1
43.827	4	82	0.31	0	1.258	0
53.86	4	58	0.62	1	0.776	1
62.893	4	83	0.52	1	1.189	1
72.926	4	64	0.33	0	1.12	0
77.992	4	50	0.57	1	0.96	1
83.042	4	29	0.83	1	1.173	1
88.092	4	43	0.69	1	0.948	1
103.142	4	21	0.93	0	1.108	0
110.175	4	35	0.78	1	1.215	1
120.208	4	33	0.91	1	0.712	1
127.291	4	76	0.26	1	1.603	1
135.341	4	42	0.58	1	0.792	1
141.374	4	72	0.34	0	1.583	0
151.44	4	22	0.96	1	1.224	1
163.473	4	50	0.39	0	1.689	0
171.506	4	82	0.29	0	1.981	0
193.556	4	82	0.25	1	1.408	1
201.589	4	24	0.96	1	1.345	1
211.639	4	46	0.33	0	1.344	0
218.672	4	70	0.34	0	1.22	0
235.722	4	63	0.57	1	1.096	1
245.754	4	82	0.48	1	0.844	1
258.787	4	58	0.45	1	1.872	1
269.82	4	57	0.58	1	0.882	1
280.853	4	81	0.1	0	2.217	0
293.903	4	49	0.51	1	1.428	1
308.936	4	49	0.56	1	1.297	1
