onset	duration	amount	Delay	choseAccept	RT	choseRight
18.761	4	74	52	1	1.14	1
23.811	4	73	44	1	0.886	1
33.86	4	29	75	0	1.151	0
42.927	4	25	70	0	0.99	0
49.96	4	28	132	0	0.872	0
68.01	4	29	58	0	1	0
79.076	4	24	125	0	1.162	0
89.142	4	25	141	0	0.741	0
104.192	4	81	58	1	1.009	1
113.225	4	23	77	0	0.852	0
126.274	4	28	59	0	0.904	0
136.341	4	34	176	1	1.233	1
153.39	4	65	137	1	0.705	1
158.441	4	35	171	0	1.4	0
172.49	4	66	58	1	0.785	1
180.539	4	67	74	1	0.627	1
186.573	4	71	88	1	0.621	1
195.639	4	67	41	1	0.84	1
204.672	4	50	41	1	0.944	1
212.705	4	39	161	1	1.425	1
220.738	4	24	89	0	0.727	0
229.771	4	22	27	0	0.679	0
238.821	4	49	172	1	0.654	1
245.871	4	75	41	1	0.77	1
251.921	4	40	159	1	1.073	1
263.97	4	54	22	1	0.631	1
274.003	4	25	74	0	1.115	0
286.053	4	30	23	1	1.689	1
299.103	4	32	74	1	1.338	1
309.152	4	58	55	1	0.866	1
