onset	duration	amount	Probability	choseAccept	RT	choseRight
19.878	4	33	0.62	1	1.412	0
29.928	4	83	0.3	0	1.054	1
38.961	4	77	0.39	1	1.287	0
50.011	4	40	0.39	1	1.267	0
64.077	4	76	0.44	1	1.451	0
79.127	4	71	0.36	0	1.432	1
85.176	4	78	0.26	0	1.307	1
102.226	4	52	0.47	1	1.059	0
110.259	4	24	0.91	1	1.645	0
121.309	4	73	0.74	1	1.257	0
126.359	4	36	0.59	1	1.147	0
131.408	4	75	0.48	1	0.841	0
144.441	4	25	0.89	1	1.198	0
161.474	4	50	0.48	1	1.467	0
169.524	4	85	0.59	1	0.764	0
177.557	4	62	0.18	0	1.175	1
190.59	4	72	0.33	0	0.972	1
200.623	4	62	0.3	0	1.522	1
206.656	4	66	0.25	0	0.875	1
217.689	4	49	0.44	0	1.045	1
225.739	4	77	0.43	1	1.209	0
234.772	4	33	0.8	1	1.298	0
240.805	4	75	0.24	0	1.357	1
250.855	4	72	0.4	1	0.881	0
259.888	4	44	0.44	0	1.778	1
266.921	4	25	0.91	1	0.738	0
277.954	4	78	0.42	1	0.977	0
287.987	4	70	0.39	0	1.487	1
298.021	4	49	0.71	1	1.162	0
309.07	4	79	0.49	1	1.433	0
