onset	duration	amount	Delay	choseAccept	RT	choseRight
19.975	4	77	142	1	1.059	1
30.008	4	27	142	0	1.298	0
39.057	4	78	108	1	0.717	1
50.107	4	55	163	n/a	n/a	n/a
64.156	4	33	163	0	0.934	0
79.206	4	85	129	1	0.856	1
85.239	4	23	176	0	0.913	0
102.289	4	36	114	0	0.797	0
110.338	4	28	163	0	3.53	0
121.388	4	71	88	1	0.834	1
126.455	4	23	110	0	0.643	0
131.504	4	81	58	1	0.727	1
144.537	4	29	75	0	0.076	0
161.57	4	74	121	1	0.791	1
169.603	4	83	105	1	0.183	1
177.653	4	45	157	0	0.248	0
190.702	4	65	156	1	0.839	1
200.735	4	43	19	1	0.838	1
206.769	4	41	129	1	0.168	1
217.835	4	23	42	n/a	n/a	n/a
225.885	4	50	129	1	0.084	1
234.934	4	66	71	1	0.899	1
240.984	4	25	74	0	2.195	0
251.034	4	27	130	0	1.008	0
260.067	4	57	89	1	1.362	1
267.1	4	80	39	1	0.871	1
278.133	4	24	89	1	0.276	1
288.166	4	67	103	1	0.435	1
298.216	4	24	87	0	0.163	0
309.282	4	41	27	1	1.354	1
