onset	duration	amount	Probability	choseAccept	RT	choseRight
19.325	4	83	0.54	0	2.165	1
24.392	4	68	0.64	1	2.004	0
34.424	4	79	0.33	0	0.902	1
43.474	4	33	0.8	1	2.145	0
50.507	4	81	0.1	0	1.075	1
68.54	4	70	0.34	0	1.098	1
79.589	4	58	0.42	0	1.344	1
89.622	4	76	0.44	0	0.853	1
104.655	4	75	0.48	0	1.138	1
113.688	4	25	0.91	0	1.505	1
126.72	4	72	0.5	0	1.014	1
136.77	4	77	0.43	0	1.514	1
153.819	4	62	0.18	0	0.816	1
158.886	4	49	0.44	0	1.682	1
172.935	4	46	0.77	1	2.795	0
180.968	4	63	0.27	0	0.746	1
187.001	4	31	0.79	1	2.265	0
196.034	4	43	0.69	1	2.066	0
205.067	4	83	0.32	0	0.948	1
213.117	4	40	0.39	0	0.698	1
221.166	4	57	0.51	1	1.531	0
230.199	4	79	0.49	0	0.821	1
239.232	4	52	0.41	0	0.978	1
246.265	4	52	0.47	0	0.94	1
252.298	4	40	0.71	1	0.973	0
264.331	4	36	0.59	1	1.549	0
274.364	4	29	0.83	0	2.88	1
286.413	4	62	0.3	0	0.924	1
299.446	4	54	0.52	1	0.869	0
309.496	4	21	0.96	0	1.71	1
