onset	duration	amount	Probability	choseAccept	RT	choseRight
18.088	4	79	0.49	0	1.217	1
24.137	4	24	0.91	0	2.061	1
40.17	4	22	0.96	0	1.297	1
47.22	4	21	0.93	0	1.029	1
59.252	4	52	0.47	0	1.84	1
73.285	4	58	0.62	0	1.705	1
81.318	4	78	0.42	0	1.686	1
88.352	4	31	0.61	0	1.088	1
96.384	4	35	0.73	0	2.051	1
109.433	4	82	0.31	0	1.639	1
119.466	4	84	0.25	0	1.576	1
139.499	4	22	0.89	0	1.477	1
149.532	4	57	0.51	0	1.502	1
158.581	4	83	0.3	0	1.435	1
171.631	4	61	0.5	0	1.315	1
186.697	4	74	0.39	0	1.51	1
197.729	4	64	0.33	0	1.305	1
206.762	4	28	0.63	0	1.418	1
214.812	4	78	0.26	0	1.486	1
220.862	4	72	0.33	0	1.598	1
232.911	4	82	0.25	0	1.012	1
239.944	4	22	0.98	1	2.261	0
246.977	4	41	0.6	0	2.028	1
257.01	4	33	0.8	1	1.614	0
265.043	4	76	0.26	0	0.899	1
274.093	4	25	0.91	0	2.135	1
282.142	4	68	0.64	0	2.398	1
287.209	4	73	0.74	1	2.068	0
298.258	4	83	0.28	0	1.387	1
309.291	4	79	0.45	0	1.08	1
